LeaseNumber,City,Address,State,Lat,Long,AnnualRent,LeaseName,Status
LLA17066,BATON ROUGE,4354 S SHERWOOD FOREST BLVD,LA,30.41385,-91.052531,44899,SHERFOAKS LLC,
LLA17544,BATON ROUGE,4354 S SHERWOOD FOREST BLVD,LA,30.41385,-91.052531,35259,SHERFOAKS LLC,
LLA17545,BATON ROUGE,4354 S SHERWOOD FOREST BLVD,LA,30.41385,-91.052531,68397,SHERFOAKS LLC,
LLA16878,LAFAYETTE,101 FEU FOLLET RD,LA,30.18302,-92.015331,131152,BILLEAUD INVESTMENTS LLC,
LLA16998,LAFAYETTE,101 FEU FOLLET RD,LA,30.18302,-92.015331,56272,Billeaud Investments LLC,
LLA16928,BATON ROUGE,6041 CRESTMOUNT DR,LA,30.39321,-91.056021,66314,"CASSANO BUILDERS, INC.",
LLA16817,BATON ROUGE,5304 FLANDERS DR,LA,30.40052,-91.108561,174470,Wong's Property LLC,
LLA16850,BATON ROUGE,5304 FLANDERS DR,LA,30.40052,-91.108561,85872,Wong's Property LLC,
LLA17332,MONROE,1120 PLAZA BLVD,LA,32.52538,-92.090681,310591,CAMPCO OF MONROE INC,
LLA14926,BATON ROUGE,11655 Southfork Dr,LA,30.42214,-91.053011,391922,"UIRC-GSA BATON ROUGE LA, LLC",
LLA17311,MANDEVILLE,68423 James St,LA,30.425636,-90.042293,229125,"COTTONWOOD INVESTMENTS, L.L.C.",
LLA17030,ALEXANDRIA,3401 N BLVD,LA,31.2527637,-92.4756,353840,SALLEY REAL ESTATE & DEVELOPMENT,
LLA17408,NATCHITOCHES,400 RAPIDES DRIVE,LA,31.7594545,-93.084891,106212,Cane River Parkland LLC,
LLA17192,SHREVEPORT,1240 SOUTHPOINTE PARKWAY,LA,32.4559727,-93.710036,486885,WELSH PROPERTIES LIMITED PARTNERSHIP,
LLA15034,MONROE,1401 HUDSON LN,LA,32.5172,-92.111451,125613,Cross Keys Bank,
LLA17073,HAMMOND,2100 ROBIN DRIVE,LA,30.486047,-90.483372,320058,"ROBIN STREET PROPERTIES, LLC",
LLA17047,COVINGTON,103 Northpark Blvd,LA,30.44209,-90.086231,156175,"NORTHPARK CORPORATE II, LLC",
LLA15097,SHREVEPORT,400 Texas St,LA,32.51362,-93.749251,84331,"BASIN PROJECT, INC.",
LLA17524,SHREVEPORT,400 Texas St,LA,32.51362,-93.749251,126432,"BASIN PROJECT, INC.",
LLA17212,BATON ROUGE,5455 BANKERS AVE,LA,30.42731,-91.134431,568078,"ALDRICH ACRES, LLC",
LLA15296,NEW ORLEANS,1100 POYDRAS ST,LA,29.94994,-90.075481,173623,"New Orleans I Holdings, LLC",
LLA17293,LEESVILLE,2100 SARTOR STREET,LA,31.1541818,-93.189445,143586,"Skelton Leesville Properties, LLC",
LLA16927,BATON ROUGE,9191 PLANK ROAD,LA,30.5306252,-91.142503,169262,BATON ROUGE METROPOLITAN AIRPORT,
LLA17150,BATON ROUGE,9430 Jackie Cochran Dr,LA,30.53261,-91.150081,131011,BATON ROUGE METROPOLITAN AIRPORT,
LLA17510,LAFAYETTE,MAIN TERMINAL,LA,30.1565364,-92.026873,146658,LAFAYETTE AIRPORT COMMISSION,
LLA16636,LAKE CHARLES,500 AIRPORT BLVD,LA,30.12328,-93.220391,27625,LAKE CHARLES REGIONAL AIRPORT,
LLA16488,SAINT ROSE,120 Mallard St,LA,29.98167,-90.283651,178546,LVP 120 Mallard,
LLA17205,KENNER,AIRPORT MAIN TERMINAL,LA,29.9912091,-90.255627,548195,"NEW ORLEANS, CITY OF",
LLA17387,SHREVEPORT,5103 Hollywood Ave,LA,32.45653,-93.827121,201468,"SHREVEPORT, CITY OF",
LLA00441,BATON ROUGE,2600 CITIPLACE DRIVE,LA,30.4222428,-91.127871,63987,"SHRLA Two, LLC",
LLA15170,BATON ROUGE,2600 CITIPLACE DRIVE,LA,30.4222428,-91.127871,407093,"SHRLA Two, LLC",
LLA16286,BATON ROUGE,2600 CITIPLACE DRIVE,LA,30.4222428,-91.127871,117875,"SHRLA Two, LLC",
LLA15271,MONROE,130 DESIARD ST,LA,32.50142,-92.117191,7989,MONROE DEVELOPMENT LLC,
LLA17003,MONROE,5400 OPERATIONS RD,LA,32.51056,-92.043541,79632,MONROE REGIONAL AIRPORT,
LLA15369,CROWLEY,6129 Egan Hwy,LA,30.23726,-92.459021,187525,Seven Properties LLP,
LLA17384,ALEXANDRIA,3508 Government St,LA,31.26583,-92.450061,50996,"CHANDLER Corporation, LLC",
LLA15346,SLIDELL,BUILDING #3,LA,30.2440637,-89.686755,90097,REALTY INVESTMENT GROUP LLC,
LLA15388,BATON ROUGE,6100 CORPORATE BLVD,LA,30.42402,-91.128181,145675,"WOLF ET AL, L.L.C.",
LLA16929,BATON ROUGE,6031 CRESTMOUNT DR,LA,30.39339,-91.055911,50982,"CASSANO BUILDERS, INC.",
LLA15359,LAKE CHARLES,127 WEST BROAD STREET,LA,30.2297055,-93.218919,139897,"ONE LAKESIDE PLAZA, LLC",
LLA17329,CUT OFF,16819 E Main St,LA,29.4716242,-90.313645,22346,Greater Lafourche Port Commission,
LLA15390,LAFAYETTE,214 Jefferson St,LA,30.22744,-92.016341,255948,"JEFFERSON STREET DEVELOPMENT, L.L.C.",
LLA17078,BATON ROUGE,10101 PARK ROWE AVENUE,LA,30.38108,-91.09676,280587,MOB I ASSOCIATES,
LLA00067,MANDEVILLE,4250 HIGHWAY 22,LA,30.39744,-90.09727,159190,J B LEVERT LAND CO INC,
LLA00111,BATON ROUGE,14141 Airline Hwy,LA,30.3671,-91.023791,148995,MIE PROPERTIES,
LLA16639,NEW ORLEANS,650 POYDRAS ST,LA,29.94905,-90.070131,1909624,"Poydras Center, LLC",
LLA16292,NEW ORLEANS,3426 Canal St,LA,29.97034,-90.095161,213984,"CLARKANAL, LLC",
LLA16883,METAIRIE,2800 VETERANS BLVD,LA,30.00172,-90.149891,38137,"SHRLA Two, LLC",
LLA16436,NEW ORLEANS,4301 Poche Ct W,LA,30.02769,-89.923401,436292,"Reiss Companies, LLC",
LLA16720,NATCHITOCHES,950 KEYSER AVE,LA,31.75326,-93.063891,211957,"BAINS HOLDINGS, LTD.",
LLA17381,HAMMOND,19095 TRIPPI ROAD,LA,30.49054,-90.40694,8106,"MAXI STORAGE, L.L.C.",
LLA16728,HOUMA,178 CIVIC CENTER,LA,29.5836,-90.72769,530653,"VP-HOUMA 1, LLC",
LLA16729,NEW IBERIA,417 Spanish Town Blvd,LA,29.9843,-91.852581,285367,"VP-New Iberia 1, LLC",
LLA16701,BATON ROUGE,18134 E PETROLEUM DR,LA,30.35128,-91.021761,603116,"BATON ROUGE GSA, LLC",
LLA16566,MINDEN,103 MBL BANK DRIVE,LA,32.615428,-93.286235,317070,SSA LOUISIANA LLC,
LLA16741,LA COMBE,64285 HIGHWAY 434,LA,30.35414,-89.919125,445220,"Lacombe GSA, LLC",
LLA16767,BATON ROUGE,LSU CAMPUS BUILDING #330,LA,30.414,-91.178127,33880,LOUISIANA STATE UNIVERSITY (INC),
LLA16788,COVINGTON,109 NEW CAMELLIA BLVD,LA,30.4546007,-90.175119,148259,"GULF STATES WOW, L.L.C.",
LLA17479,SLIDELL,62512 AIRPORT RD,LA,30.34096,-89.823771,59271,"STATE MACHINERY AND EQUIPMENT SALES, INC.",
LLA17159,NEW ORLEANS,800 W COMMERCE RD,LA,29.95508,-90.185631,799680,"ELMAN 800 ASSOCIATES, L.P.",
LLA17241,NEW ORLEANS,800 W COMMERCE RD,LA,29.95508,-90.185631,31782,"ELMAN 800 ASSOCIATES, L.P.",
LLA16976,GRETNA,401 Whitney Ave,LA,29.91948,-90.041421,13572,"WHITNEY AVE, LLC",
LLA16934,BATON ROUGE,7884 OFFICE PARK BLVD,LA,30.42021,-91.101561,108960,"7884 Office Park BR, LLC",
LLA16946,KENNER,924 KENNER AVE,LA,29.97984,-90.258711,287091,HIRAM INVESTMENTS LLC,
LLA17077,HOUMA,TERREBONNE PORT,LA,29.518965,-90.672512,246451,Terrebonne Port Commission,
LLA17228,HOUMA,TERREBONNE PORT,LA,29.518965,-90.672512,95450,Terrebonne Port Commission,
LLA17031,BATON ROUGE,LSU School of Veterinary Medicine,LA,30.411457,-91.187927,649454,Louisiana State University,
LLA17065,LAKE CHARLES,152 MARINE ST,LA,30.2150671,-93.249544,701380,Lake Charles Harbor & Terminal District,
LLA16941,HOUMA,794 E WOODLAWN RANCH RD,LA,29.55459,-90.641201,452415,HOUMA GSA LLC,
LLA17006,BOSSIER CITY,1701 OLD MINDEN RD,LA,32.5161803,-93.716232,431009,"SEALY HEART OF BOSSIER, L.L.C.",
LLA17525,KENNER,200 CROFTON RD,LA,29.98542,-90.270151,64725,"NEW ORLEANS, CITY OF",
LLA17049,BOGALUSA,438 AVENUE B,LA,30.77737,-89.866051,166714,Sam Cefalu,
LLA17136,LAKE CHARLES,149 W 18TH ST,LA,30.20535,-93.221341,201449,LEGEND PROPERTIES LLC,
LLA17055,LAFAYETTE,201 Saint Patrick St,LA,30.21635,-92.029201,260539,"BRIAN K. VESEY & ASSOCIATES, INC.",
LLA17164,SHREVEPORT,3341 YOUREE DR,LA,32.47801,-93.721111,92746,"OLIPHINT INVESTMENTS, INC.",
LLA17484,BATON ROUGE,18211 East Petroleum,LA,30.350553,-91.019919,247255,"1066, L.L.C.",
LLA17435,BATON ROUGE,5353 Essen Ln,LA,30.39939,-91.105851,29997,"ZODIAC DEVELOPMENT, A JOINT VENTURE",
LLA00021,HARAHAN,521 Elmwood Park Boulevard,LA,29.94919,-90.182971,489398,"Elmwood Warehouse 521, LLC",
LLA00022,ELMWOOD,508 Time Saver Avenue,LA,29.9453,-90.195961,99474,"FDS Development II, LLC",
LLA17421,ELMWOOD,508 Time Saver Avenue,LA,29.9453,-90.195961,234061,"FDS Development II, LLC",
LLA00093,BROUSSARD,817 Albertson Pkwy,LA,30.13881,-91.961831,53489,BROUSSARD COMMONS LLC,
LLA00290,BATON ROUGE,5757 CORPORATE BLVD,LA,30.42581,-91.131521,46754,BFH Investments LLC,
LLA16677,BATON ROUGE,5757 CORPORATE BLVD,LA,30.42581,-91.131521,48649,BFH Investments LLC,
LLA16843,BATON ROUGE,5757 CORPORATE BLVD,LA,30.42581,-91.131521,53913,BFH INVESTMENTS LLC,
LLA17168,BATON ROUGE,5757 CORPORATE BLVD,LA,30.42581,-91.131521,368536,BFH INVESTMENTS LLC,
LLA17441,BATON ROUGE,5757 CORPORATE BLVD,LA,30.42581,-91.131521,134414,BFH INVESTMENTS LLC,
LLA15772,BATON ROUGE,450 Laurel St,LA,30.45014,-91.186471,82863,"WAMPOLD & COMPANY, INC",
LLA15504,RUSTON,2017 Bular St,LA,32.55075,-92.612871,120124,"RUSTON SS, L.L.C.",
LLA00114,SHREVEPORT,920 Pierremont Rd,LA,32.45527,-93.749021,190364,"PIERREMONT OFFICE PARK I & II, LLC",
LLA17413,OPELOUSAS,"2341 LARKSPUR LANE , SUITE 2",LA,30.5095,-92.08394,22376,"CORTEZ INVESTMENTS, LLC",
LLA00068,METAIRIE,3900 N CAUSEWAY BLVD,LA,30.01914,-90.155601,312456,Broadwall Management Corp.,
LLA16224,LAFAYETTE,106 Corporate Blvd,LA,30.18417,-92.010821,382711,"VERMILION PROPERTIES-LAFAYETTE 1, L.L.C.",
LLA15515,LAFAYETTE,4021 Ambassador Caffery Pkwy,LA,30.16709,-92.059541,155824,CRE EQUITIES II,
LLA16323,BATON ROUGE,5211 Essen Ln,LA,30.3999,-91.104431,15587,ODD MAN OUT LLC,
LLA16342,KENNER,3715 WILLIAMS BLVD,LA,30.0242,-90.239211,21346,"3715 Williams Properties, L.L.C.",
LLA16675,COVINGTON,5100 VILLAGE WALK,LA,30.480074,-90.091715,238763,"PHOENIX COVINGTON ASSOCIATES, L.L.C.",
LLA16806,COVINGTON,5100 VILLAGE WALK,LA,30.480074,-90.091715,31683,"PHOENIX COVINGTON ASSOCIATES, L.L.C.",
LLA16268,BATON ROUGE,3899 SCENIC HWY,LA,30.4844244,-91.169098,1669,Exxon Mobil Corporation,
LNM16668,RATON,245 PARK AVE,NM,36.90181,-104.44051,32212,UNITED STATES POSTAL SERVICE,
LNM16222,ALBUQUERQUE,505 Marquette Ave NW,NM,35.08869,-106.65268,26735,"505 MARQUETTE, LLC",
LNM16260,ALBUQUERQUE,505 Marquette Ave NW,NM,35.08869,-106.65268,123968,"505 Marquette, LLC",
LNM17254,ALBUQUERQUE,505 Marquette Ave NW,NM,35.08869,-106.65268,163092,"505 Marquette, LLC",
LNM17290,ALBUQUERQUE,505 Marquette Ave NW,NM,35.08869,-106.65268,98014,"505 Marquette, LLC",
LNM14013,ALBUQUERQUE,300 SAN MATEO NE,NM,35.0796477,-106.58623,35577,"Ico Central San Mateo, LLC",
LNM16771,ZUNI,1203B STATE HIGHWAY 53,NM,35.088,-108.76214,21925,"ZUNI, PUEBLO OF",
LNM14874,CARLSBAD,3225 NATIONAL PARKS HWY,NM,32.3850726,-104.22282,113198,LOWDER INVESTMENTS LLC,
LNM17427,GALLUP,2400 Fuhs Ave.,NM,35.5245785,-108.70657,425063,FUHS INDUSTRIAL PARK LLC,
LNM16860,ALBUQUERQUE,2424 LOUISIANA BLVD NE,NM,35.10611,-106.56764,89627,GHL LLC,
LNM00076,LAS CRUCES,505 S MAIN ST,NM,32.30583,-106.77627,32916,LORETTO ASSOCIATES L.P.,
LNM15336,LAS CRUCES,505 S MAIN ST,NM,32.30583,-106.77627,90411,LORETTO ASSOCIATES L.P.,
LNM15461,ALBUQUERQUE,2113 OSUNA RD NE,NM,35.15492,-106.60698,467584,LINEBERRY FOUNDATION,
LNM16900,MOUNTAINAIR,102 Ripley,NM,34.52031,-106.24164,193375,LUNA FAMILY TRUST,
LNM16865,GRANTS,123 E ROOSEVELT AVE,NM,35.1611082,-107.83416,155578,SOUTHWESTERN LAND & DEVELOPMENT CORP,
LNM15142,FARMINGTON,304 N. AUBURN,NM,36.7317452,-108.21053,150135,SHW PARTNERSHIP,
LNM16968,ALAMOGORDO,1997 HIGHWAY 54 S,NM,32.8628616,-105.96816,180214,S&J Development Co,
LNM13838,LAGUNA,HWY. 40 @ EXIT 114,NM,34.8671182,-107.30102,61929,Laguna Housing Development & Management Enterprise,
LNM16915,DEMING,1701 COLUMBUS RD,NM,32.25186,-107.75084,314327,"Gunter-Lewis Enterprises, Ltd.",
LNM14006,ALBUQUERQUE,6200 JEFFERSON ST NE,NM,35.15269,-106.592,9459,"HPI/GSA - 1A, L.L.C.",
LNM16823,ALBUQUERQUE,201 3RD ST NW,NM,35.0854538,-106.6503,227976,"Albuquerque Plaza Office Investment, LLC",
LNM16833,ALBUQUERQUE,201 3RD ST NW,NM,35.0854538,-106.6503,1691924,"Albuquerque Plaza Office Investment, LLC",
LNM16933,ALBUQUERQUE,201 3RD ST NW,NM,35.0854538,-106.6503,234930,"Albuquerque Plaza Office Investment, LLC",
LNM17302,ALBUQUERQUE,201 3RD ST NW,NM,35.0854538,-106.6503,90554,"Albuquerque Plaza Office Investment, LLC",
LNM17295,SILVER CITY,3005 E CAMINO DEL BOSQUE,NM,32.7898229,-108.24462,548015,"Boyd Silver City GSA, LLC",
LNM14108,ALBUQUERQUE,2105 OSUNA NE,NM,35.1534727,-106.57535,456990,ASPEN PROPERTY LLC,
LNM14151,ALBUQUERQUE,4101 JEFFERSON PLZ NE,NM,35.1518,-106.59529,1349610,"HPI/GSA-4A, L.L.C.",
LNM00482,ALBUQUERQUE,2301 YALE BLVD SE,NM,35.05537,-106.62273,54420,Al and Lydia R Montano Trustees of the Montano Family Trust,
LNM16800,ROSWELL,400 N PENNSYLVANIA AVE,NM,33.39705,-104.52677,63045,FIRST NATIONAL TOWER LTD,
LNM16811,ROSWELL,400 N PENNSYLVANIA AVE,NM,33.39705,-104.52677,61897,FIRST NATIONAL TOWER LTD,
LNM14421,CARLSBAD,4021 NATIONAL PARKS HWY,NM,32.37114,-104.23339,709959,CARLSBAD PARTNERS LLC,
LNM16273,ALBUQUERQUE,2440 LOUISIANA BLVD,NM,35.1058138,-106.56884,37628,AFC-5 LLC,
LNM16974,GALLUP,3412 E HIGHWAY 66,NM,35.4301455,-108.72431,118421,GROWTH PARTNERS,
LNM14593,NAMBE,PUEBLO OF NAMBE,NM,35.8467545,-105.81745,152990,NAMBE PUEBLO DEVELOPMENT CORPORATION,
LNM17128,ALBUQUERQUE,111 LOMAS BLVD NW,NM,35.0912,-106.64723,287127,Gulfstream Lomas Inc,
LNM17422,DEMING,3300 J ST SE,NM,32.24139,-107.72279,1577212,"UIRC-GSA DEMING NM, LLC",
LNM14813,ALBUQUERQUE,500 LEAD AVE SW,NM,35.08152,-106.65401,2955781,"CHC PARTNERS I, LLC",
LNM15222,ALBUQUERQUE,"4200 LUECKING PARK AVE, NE",NM,35.0825364,-106.64669,2739421,NGP V ALBUQUERQUE NM LLC,
LNM13896,ALBUQUERQUE,5338 MONTGOMERY BLVD,NM,35.1307904,-106.58365,738662,"UIRC-GSA ALBUQUERQUE NM, LLC",
LNM14460,ZUNI,68 NORTH 301,NM,35.0682062,-108.87568,169733,"ZUNI, PUEBLO OF",
LNM17100,LAS CRUCES,506 S MAIN ST,NM,32.30507,-106.77858,204011,Las Cruces Tower LLP,
LNM14972,ALBUQUERQUE,410 Lead Ave SW,NM,35.08139,-106.65282,264645,CITY OF ALBUQUERQUE,
LNM17099,CLOVIS,918 PARKLAND DR,NM,34.42329,-103.1931,135930,"SMITH, ARMAND",
LNM15081,ALBUQUERQUE,4505 COLUMBINE NE,NM,35.1861166,-106.59391,111070,GETT WRIGHT BUILDERS LLC,
LNM17235,LAS CRUCES,2141 Summit Ct,NM,32.34325,-106.76337,337352,"ASP, LLC",
LNM00036,ALBUQUERQUE,4901 Paseo del Norte NE,NM,35.17518,-106.59052,75974,"PASEO COMMONS, LTD. CO.",
LNM15071,LAS VEGAS,2520 RIDGE RUNNER ROAD,NM,35.4935818,-105.08332,139977,"FOSSIL, LLC",
LNM14986,FARMINGTON,4650 NORTH BUTLER,NM,36.3740546,-108.14435,196495,CBR PROPERTIES LLC,
LNM17260,GALLUP,2070 E AZTEC AVENUE,NM,35.5278323,-108.71071,235745,"Sada, Gary E.",
LNM17175,SANTA FE,2945 RODEO PARK DR E,NM,35.63555,-105.9601,127095,"86th Street Associates, LLC",
LNM16891,ALBUQUERQUE,2920 YALE BLVD SE,NM,35.0508387,-106.62178,233116,"ALBUQUERQUE, CITY OF",
LNM17223,CLOVIS,1208 ARCINEIGA,NM,34.4267371,-103.19222,149918,"DRSS INVESTMENTS, LLC",
LNM15252,SANTA FE,1922 5TH STREET,NM,35.8467545,-105.81745,210450,"MANHATTAN PROJECT LLC, A NM LLC",
LNM17382,ALBUQUERQUE,8441 WASHINGTON PL NE,NM,35.1808687,-106.59853,121377,"SYCAMORE ASSOCIATES, LLC",
LNM15240,ALBUQUERQUE,3800 COMMONS NE,NM,35.1439429,-106.60341,160060,"COMMON PROPERTIES, LLC",
LNM14987,ALBUQUERQUE,555 BROADWAY NW,NM,35.0825364,-106.64669,764573,"HPI/GSA-4A, L.L.C.",
LNM17216,GALLUP,909 METRO AVE,NM,35.5334863,-108.763,65864,EL MERCADO CORPORATION,
LNM15345,CARLSBAD,5203 BUENA VISTA DR,NM,32.35301,-104.246,429343,"Peninsula Group LLC , The",
LNM16721,LAS CRUCES,205 WEST BOUTZ,NM,32.2881582,-106.78194,11968,J & P PROPERTIES LLC,
LNM15415,HOBBS,501 E Bender Blvd,NM,32.72508,-103.13172,140939,"SOUTH HOBBS, LLC",
LNM17177,LAS CRUCES,1140 COMMERCE DR,NM,32.34723,-106.76283,126068,3240 VENUS LLC,
LNM15595,ALBUQUERQUE,1720 Louisiana Blvd NE,NM,35.094,-106.56817,19958,METRO CENTER ASSOCIATES LP,
LNM16784,ESPANOLA,412 PASEO DE ONATE,NM,35.99736,-106.08395,24932,COOK PARTNERSHIP,
LNM16236,SANTA FE,4001 Office Ct,NM,35.63312,-106.01633,119873,"OFFICE COURT DEVELOPMENT III, LLC",
LNM16374,LAS CRUCES,2290 E Griggs Ave,NM,32.31595,-106.7546,1257355,"Las Cruces GSA DEA, LLC",
LNM00279,GALLUP,2024 EAST AZTEC AVENUE,NM,35.52971,-108.70924,39750,Kryptonite Holdings LLC,
LNM16965,LAS CRUCES,"2460 S. LOCUST, SUITE G",NM,32.28887,-106.74905,24220,GRECO RENTALS COMMERCIAL LLC,
LNM00379,CARLSBAD,2302 W Pierce St,NM,32.44066,-104.25362,43597,SB Retail Group Carlsbad LLC,
LNM16796,ALBUQUERQUE,2660 FRITTS CROSSING SE,NM,34.595022,-106.83364,1815704,"Boyd Albuquerque GSA II, LLC",
LNM16555,ALBUQUERQUE,7400 MERIDIAN PLACE,NM,35.08659,-106.72087,304521,G & A LTD. CO.,
LNM16647,ALBUQUERQUE,1601 RANDOLPH SE,NM,35.052404,-106.6308,164883,MERIT ALBUQUERQUE,
LNM16491,FARMINGTON,800 E 30th St,NM,36.75583,-108.19467,133694,"30TH STREET, LLC",
LNM16736,FARMINGTON,800 E 30th St,NM,36.75583,-108.19467,83521,"30TH STREET, LLC",
LNM00388,ALBUQUERQUE,901 UNIVERSITY DR SE,NM,35.071692,-106.63151,226160,UNIVERSITY OF NEW MEXICO,
LNM16726,ALBUQUERQUE,5441 WATSON DR SE,NM,35.0021892,-106.61622,2777878,EGP 5441 ALBUQUERQUE LLC,
LNM16735,LAS CRUCES,1941 COPPER LOOP,NM,32.30461,-106.80722,101803,"CLP-ONE, LLC",
LNM16654,RIO RANCHO,4433 Jager Dr NE,NM,35.325509,-106.57635,493076,"Boyd Rio Rancho GSA, LLC",
LNM16799,LAS CRUCES,166 S ROADRUNNER PKY,NM,32.3244252,-106.7348,204700,"ELEGANT VIEW OFFICE PROPERTIES, LLC",
LNM16837,ALBUQUERQUE,801 University Blvd SE,NM,35.0726,-106.6311,104044,UNIVERSITY OF NEW MEXICO,
LNM16897,ALBUQUERQUE,10500 COPPER NE,NM,35.079636,-105.52771,333463,MW DEVELOPMENT LLC,
LNM16790,GALLUP,2020 E AZTEC AVE,NM,35.5278697,-108.71024,50321,Kryptonite Holdings LLC,
LNM17602,CARLSBAD,315 N CANAL ST,NM,32.4229037,-104.22902,91083,"Yeager, Caroline",
LNM17063,LAS CRUCES,270 S 17th St,NM,32.3021,-106.80206,78661,270 S 17th St LLC,
LNM16845,GALLUP,2330 East Hwy 66,NM,35.529306,-108.70622,61487,"Munoz Block, LLC",
LNM17107,ALBUQUERQUE,4400 MASTHEAD ST NE,NM,35.1656,-106.59604,2225975,"Albuquerque GSA DOI, LLC",
LNM17173,ROSWELL,300 N PENNSYLVANIA AVE,NM,33.39562,-104.52647,104266,WASHINGTON FEDERAL,
LNM17289,GALLUP,3200 W Highway 66,NM,35.45385,-108.67337,198913,COARRA ARIZONA INVESTMENTS LLC,
LNM17204,ALBUQUERQUE,1551 Mercantile Ave NE,NM,35.1354384,-106.60834,291992,MERCANTILE FLEX BUILDING LLC,
LNM17315,CARLSBAD,620 E GREENE ST,NM,32.4187713,-104.21899,566896,TRI STAR DEVELOPMENT,
LNM17308,LAS CRUCES,2509 N TELSHOR BLVD,NM,32.34434,-106.76602,499202,JOHN AND KAREN CURRY ENTERPRISES LIMITED LIABILITY CO.,
LNM17272,ALBUQUERQUE,6700 Edith Blvd NE,NM,35.15373,-106.62187,670981,NGP VI ABQ NM LLC,
LNM17371,FARMINGTON,215 W ELM ST,NM,36.72518,-108.20811,219478,"Sell-Well Holdings, LLC",
LNM17319,ALBUQUERQUE,4101 Indian School Rd NE,NM,35.101922,-106.56991,643871,ALTURA OFFICE COMPLEX LTD. CO.,
LNM17383,LAS CRUCES,1800 MARQUESS ST,NM,32.28803,-106.77789,587862,WHITFIELD PROPERTIES INC,
LNM17327,LAS CRUCES,200 N Church St,NM,32.31117,-106.77736,561761,NGP VI Las Cruces NM LLC,
LNM17416,GALLUP,1808 E AZTEC AVE,NM,35.5284639,-108.71457,283888,"Six D, Inc.",
LNM17463,FARMINGTON,2200 SAN JUAN BLVD,NM,36.73757,-108.17849,127762,"Sell-Well Holdings, LLC",
LNM00107,FARMINGTON,1245 W Apache St,NM,36.73338,-108.22848,75272,Farmington Crossing LLC,
LNM00583,ROSWELL,400 E College Blvd,NM,33.4086623,-104.51816,51346,"Ritter Investments, LLC",
LOK16662,MIAMI,34 A ST NE,OK,36.8751985,-94.876317,75332,UNITED STATES POSTAL SERVICE,
LOK16673,SHAWNEE,116 E 9th St,OK,35.32881,-96.921661,36499,UNITED STATES POSTAL SERVICE,
LOK17263,TULSA,333 W 4TH ST,OK,36.15132,-95.995501,2934321,UNITED STATES POSTAL SERVICE,
LOK15000,MUSKOGEE,125 S MAIN STREET,OK,35.7474322,-95.36969,2137200,RGR INC,
LOK15001,IDABEL,201 N CENTRAL AVE,OK,33.89709,-94.829781,64049,SIEGFRIED COMPANIES INC,
LOK00233,CARNEGIE,531 W 4th Street,OK,35.0936273,-98.554045,2798,Southwest Ready Mix,
LOK11367,PAWHUSKA,OSAGE AGENCY PARK,OK,36.8172636,-96.293173,149786,OSAGE NATION,
LOK00271,OKLAHOMA CITY,2800 N Lincoln Blvd,OK,35.4983104,-97.503157,20453,DIVISION OF CAPITAL ASSETS MANAGEMENT,
LOK17369,TULSA,125 W 15TH STREET,OK,36.140627,-95.988594,116027,"American Association Of Petroleum Geologists, Inc., The",
LOK17454,TULSA,125 W 15TH STREET,OK,36.140627,-95.988594,66059,"American Association Of Petroleum Geologists, Inc., The",
LOK17162,TULSA,1 W 3RD ST,OK,36.15359,-95.991781,679333,METROPOLITAN TULSA INVESTMENTS LLC,
LOK17337,TULSA,1 W 3RD ST,OK,36.15359,-95.991781,125099,METROPOLITAN TULSA INVESTMENTS LLC,
LOK16510,OKLAHOMA CITY,4013 NW EXPRESSWAY,OK,35.537059,-97.590127,153630,"COTTER, JAMES F",
LOK14886,EL RENO,1617 S. ROCK ISLAND,OK,35.5184206,-97.950188,123944,C SQ LTD LP,
LOK17025,TULSA,5110 S YALE AVE,OK,36.08933,-95.923111,114282,"JOSHUA OPERATING CO, LLC",
LOK14527,SHAWNEE,624 W INDEPENDENCE,OK,35.3473185,-96.931617,45049,INDEPENDENCE WEST L.L.C.,
LOK16467,OKLAHOMA CITY,202 NW 66th St,OK,35.53892,-97.515901,300852,MBE Tech LLC,
LOK17433,OKLAHOMA CITY,3625 NW 56TH ST,OK,35.52888,-97.581951,289935,"KG AL Holdings, L.L.C.",
LOK13584,OKLAHOMA CITY,55 N Robinson Ave,OK,35.4673,-97.516901,2073385,"Mid-South Redevelopers, L.L.C.",
LOK00011,TULSA,1645 S 101ST EAST AVE,OK,36.13906,-95.863141,103487,"DL Tulsa I, LLC",
LOK13627,TULSA,1645 S 101ST EAST AVE,OK,36.13906,-95.863141,393113,"DL Tulsa I, LLC",
LOK16306,MIDWEST CITY,1500 S MIDWEST BLVD,OK,35.45046,-97.387861,18490,"BANK OF OKLAHOMA, NATIONAL ASSOCIATION",
LOK16658,OKLAHOMA CITY,210 W. PARK AVE.,OK,35.468723,-97.516534,266475,Oklahoma Tower Realty Investors LLC,
LOK17198,OKLAHOMA CITY,210 W. PARK AVE.,OK,35.468723,-97.516534,1479644,Oklahoma Tower Realty Investors LLC,
LOK17491,PAWNEE,850 AGENCY ROAD,OK,36.3365615,-96.790501,142912,PAWNEE TRIBE OF OKLAHOMA INC,
LOK16269,OKLAHOMA CITY,300 N MERIDIAN,OK,35.4694527,-97.601085,38453,MERIDIAN 300 LLC,
LOK16463,TULSA,7906 E 33rd St,OK,36.11363,-95.891481,129613,Tulsatech School District No.18,
